省份,城市,年份,价格,趋势,,,,,,
四川,绵阳,2017,6904,0.07%↑,,,,,,
四川,绵阳,2018,7601,1.49%↓,,,,,,
四川,绵阳,2019,7605,0.34%↓,,,,,,
四川,绵阳,2020,7527,0.84%↓,,,,,,
四川,绵阳,2021,7827,0.73%↓,,,,,,
四川,绵阳,2022,8261,1.63%↑,,,,,,
四川,绵阳,2023,7184,0.22%↓,,,,,,
四川,绵阳,2024,7256,0.52%↑,,,,,,
四川,南充,2015,4787,6%↓,,,,,,
四川,南充,2016,4875,0.3%↓,,,,,,
四川,南充,2017,5891,0.08%↑,,,,,,
四川,南充,2018,6906,0.45%↓,,,,,,
四川,南充,2019,6697,1.18%↓,,,,,,
四川,南充,2020,6419,0.78%↓,,,,,,
四川,南充,2021,6069,0.66%↓,,,,,,
四川,南充,2022,6016,0.91%↓,,,,,,
四川,南充,2023,5726,0.78%↓,,,,,,
四川,南充,2024,5602,0.29%↑,,,,,,
四川,内江,2015,4750,2%↓,,,,,,
四川,内江,2016,4837,0.05%↑,,,,,,
四川,内江,2017,5342,0.06%↑,,,,,,
四川,内江,2018,6251,0.94%↓,,,,,,
四川,内江,2019,6478,1.65%↓,,,,,,
四川,内江,2020,6019,0.94%↓,,,,,,
四川,内江,2021,6050,0.85%↓,,,,,,
四川,内江,2022,5664,2.82%↓,,,,,,
四川,内江,2023,5185,1.87%↓,,,,,,
四川,内江,2024,5098,0.04%↓,,,,,,
四川,攀枝花,2015,4307,1%↑,,,,,,
四川,攀枝花,2016,3995,0.18%↑,,,,,,
四川,攀枝花,2017,4005,0.09%↑,,,,,,
四川,攀枝花,2018,4872,1.22%↑,,,,,,
四川,攀枝花,2019,6272,1.95%↓,,,,,,
四川,攀枝花,2020,5989,3.05%↓,,,,,,
四川,攀枝花,2021,5929,1.1%↓,,,,,,
四川,攀枝花,2022,5730,0.32%↑,,,,,,
四川,攀枝花,2023,5311,3.29%↑,,,,,,
四川,攀枝花,2024,5342,1.61%↑,,,,,,
四川,遂宁,2015,5756,25%↑,,,,,,
四川,遂宁,2016,6155,0.1%↑,,,,,,
四川,遂宁,2017,6829,0.21%↓,,,,,,
四川,遂宁,2018,7182,2.4%↓,,,,,,
四川,遂宁,2019,6695,2.39%↓,,,,,,
四川,遂宁,2020,6438,0.04%↑,,,,,,
四川,遂宁,2021,6484,0.52%↑,,,,,,
四川,遂宁,2022,6353,0.59%↓,,,,,,
四川,遂宁,2023,5779,0.04%↑,,,,,,
四川,遂宁,2024,5716,0.51%↓,,,,,,
四川,雅安,2019,5901,0.04%↓,,,,,,
四川,雅安,2020,5811,1.24%↑,,,,,,
四川,雅安,2021,5908,1.12%↓,,,,,,
四川,雅安,2022,6090,0.1%↓,,,,,,
四川,雅安,2023,6061,1.38%↓,,,,,,
四川,雅安,2024,6177,0.01%↑,,,,,,
四川,宜宾,2015,6846,--,,,,,,
四川,宜宾,2016,6937,0.15%↑,,,,,,
四川,宜宾,2017,6634,0.01%↑,,,,,,
四川,宜宾,2018,7525,0.03%↓,,,,,,
四川,宜宾,2019,7332,0.57%↓,,,,,,
四川,宜宾,2020,7043,0.47%↓,,,,,,
四川,宜宾,2021,7103,0.54%↓,,,,,,
四川,宜宾,2022,7524,0.58%↓,,,,,,
四川,宜宾,2023,6683,0.55%↑,,,,,,
四川,宜宾,2024,6562,0.78%↓,,,,,,
四川,资阳,2015,4656,3%↑,,,,,,
四川,资阳,2016,4326,0.34%↑,,,,,,
四川,资阳,2017,6238,0.13%↑,,,,,,
四川,资阳,2018,7014,3.46%↓,,,,,,
四川,资阳,2019,6275,0.61%↓,,,,,,
四川,资阳,2020,5988,1.45%↓,,,,,,
四川,资阳,2021,6003,0.67%↓,,,,,,
四川,资阳,2022,6052,0.53%↑,,,,,,
四川,资阳,2023,5150,0.37%↓,,,,,,
四川,资阳,2024,5133,0.04%↓,,,,,,
四川,自贡,2015,5076,5%↓,,,,,,
四川,自贡,2016,5815,2.33%↑,,,,,,
四川,自贡,2017,5680,0.03%↓,,,,,,
四川,自贡,2018,6147,2.88%↓,,,,,,
四川,自贡,2019,5975,2.08%↑,,,,,,
四川,自贡,2020,5382,2.63%↓,,,,,,
四川,自贡,2021,5559,0.15%↑,,,,,,
四川,自贡,2022,5629,0.33%↑,,,,,,
四川,自贡,2023,4725,1.08%↓,,,,,,
四川,自贡,2024,4691,0.71%↑,,,,,,
西藏,拉萨,2015,6164,3%↑,,,,,,
西藏,拉萨,2016,7609,0.61%↓,,,,,,
西藏,拉萨,2017,9173,0.04%↓,,,,,,
西藏,拉萨,2018,11141,0.25%↓,,,,,,
西藏,拉萨,2019,11931,0.67%↓,,,,,,
西藏,拉萨,2020,12492,0.33%↑,,,,,,
西藏,拉萨,2021,12718,0.71%↓,,,,,,
西藏,拉萨,2022,12135,2.67%↓,,,,,,
西藏,拉萨,2023,12290,1.75%↓,,,,,,
西藏,拉萨,2024,12205,0.2%↓,,,,,,
西藏,林芝,2019,8750,--,,,,,,
西藏,林芝,2020,8242,2.56%↓,,,,,,
西藏,林芝,2021,7931,1.63%↓,,,,,,
西藏,林芝,2022,8333,1.44%↓,,,,,,
西藏,林芝,2023,7384,0.72%↓,,,,,,
西藏,林芝,2024,7312,0.33%↓,,,,,,
西藏,日喀则,2020,6569,0.75%↑,,,,,,
西藏,日喀则,2021,7696,2.88%↓,,,,,,
西藏,日喀则,2022,8663,1.75%↑,,,,,,
西藏,日喀则,2023,7856,6.96%↓,,,,,,
西藏,日喀则,2024,7784,1.57%↓,,,,,,
西藏,山南,2021,6413,--,,,,,,
西藏,山南,2022,6958,2.09%↑,,,,,,
西藏,山南,2023,6958,2.09%↑,,,,,,
西藏,山南,2024,6958,2.09%↑,,,,,,
新疆,阿克苏,2017,3711,0.1%↓,,,,,,
新疆,阿克苏,2018,3839,0.03%↑,,,,,,
新疆,阿克苏,2019,3787,0.65%↑,,,,,,
新疆,阿克苏,2020,4056,1.11%↑,,,,,,
新疆,阿克苏,2021,4150,0.4%↓,,,,,,
新疆,阿克苏,2022,4029,0.41%↓,,,,,,
新疆,阿克苏,2023,4760,1.07%↑,,,,,,
新疆,阿克苏,2024,4757,0.2%↑,,,,,,
新疆,阿拉尔,2023,4753,3.81%↓,,,,,,
新疆,阿拉尔,2024,4806,0.34%↑,,,,,,
新疆,巴音郭楞,2018,3641,0.16%↑,,,,,,
新疆,巴音郭楞,2019,3798,0.46%↑,,,,,,
新疆,巴音郭楞,2020,4215,2.54%↑,,,,,,
新疆,巴音郭楞,2021,4491,0.05%↓,,,,,,
新疆,巴音郭楞,2022,4238,4.93%↑,,,,,,
新疆,巴音郭楞,2023,4716,1.01%↑,,,,,,
新疆,巴音郭楞,2024,4662,0.1%↓,,,,,,
新疆,博尔塔拉,2019,3923,0.01%↑,,,,,,
新疆,博尔塔拉,2020,3895,1.34%↓,,,,,,
新疆,博尔塔拉,2021,3896,0.17%↓,,,,,,
新疆,博尔塔拉,2022,3896,0.68%↓,,,,,,
新疆,博尔塔拉,2023,3636,0.61%↑,,,,,,
新疆,博尔塔拉,2024,3680,0.88%↑,,,,,,
新疆,昌吉,2016,5090,4.52%↑,,,,,,
新疆,昌吉,2017,5091,0.01%↓,,,,,,
新疆,昌吉,2018,5380,1.27%↑,,,,,,
新疆,昌吉,2019,5987,0.24%↑,,,,,,
新疆,昌吉,2020,6050,0.52%↓,,,,,,
新疆,昌吉,2021,5725,1.66%↓,,,,,,
新疆,昌吉,2022,5913,0.73%↓,,,,,,
新疆,昌吉,2023,5655,0.69%↓,,,,,,
新疆,昌吉,2024,5655,0.17%↑,,,,,,
新疆,哈密,2015,3825,1%↓,,,,,,
新疆,哈密,2016,3746,0.04%↓,,,,,,
新疆,哈密,2017,3704,--,,,,,,
新疆,哈密,2018,3697,0.3%↑,,,,,,
新疆,哈密,2019,3750,--,,,,,,
新疆,哈密,2020,3952,1.35%↑,,,,,,
新疆,哈密,2021,4021,0.12%↑,,,,,,
新疆,哈密,2022,3989,0.37%↑,,,,,,
新疆,哈密,2023,4241,0.42%↓,,,,,,
新疆,哈密,2024,4411,1.52%↑,,,,,,
新疆,和田,2021,5077,0.27%↑,,,,,,
新疆,和田,2022,5233,6.62%↑,,,,,,
新疆,和田,2023,4442,1.24%↓,,,,,,
新疆,和田,2024,4543,0.62%↑,,,,,,
新疆,喀什,2015,3629,1%↑,,,,,,
新疆,喀什,2016,3885,0.02%↓,,,,,,
新疆,喀什,2017,3886,0.01%↑,,,,,,
新疆,喀什,2018,4285,1.54%↑,,,,,,
新疆,喀什,2019,5221,0.24%↑,,,,,,
新疆,喀什,2020,5533,0.58%↑,,,,,,
新疆,喀什,2021,5618,0.06%↓,,,,,,
新疆,喀什,2022,5440,1.95%↓,,,,,,
新疆,喀什,2023,5534,0.77%↑,,,,,,
新疆,喀什,2024,5558,0.05%↓,,,,,,
新疆,克拉玛依,2015,5041,2%↑,,,,,,
新疆,克拉玛依,2016,5000,--,,,,,,
新疆,克拉玛依,2017,4681,0.03%↑,,,,,,
新疆,克拉玛依,2018,4768,0.18%↓,,,,,,
新疆,克拉玛依,2019,4830,0.84%↑,,,,,,
新疆,克拉玛依,2020,5197,0.68%↑,,,,,,
新疆,克拉玛依,2021,5116,0.94%↓,,,,,,
新疆,克拉玛依,2022,4950,1.27%↓,,,,,,
新疆,克拉玛依,2023,5305,0.2%↓,,,,,,
新疆,克拉玛依,2024,5322,0.02%↑,,,,,,
新疆,克孜勒苏,2022,5451,1.89%↓,,,,,,
新疆,克孜勒苏,2023,5007,2.5%↓,,,,,,
新疆,克孜勒苏,2024,5007,2.5%↓,,,,,,
新疆,石河子,2015,5869,13%↓,,,,,,
新疆,石河子,2016,5907,0.68%↓,,,,,,
新疆,石河子,2017,5602,--,,,,,,
新疆,石河子,2018,5588,0.7%↓,,,,,,
新疆,石河子,2019,5621,0.08%↑,,,,,,
新疆,石河子,2020,5920,0.29%↑,,,,,,
新疆,石河子,2021,6273,0.88%↑,,,,,,
新疆,石河子,2022,6129,2.53%↑,,,,,,
新疆,石河子,2023,6313,1.26%↓,,,,,,
新疆,石河子,2024,6238,0.7%↓,,,,,,
新疆,吐鲁番,2020,3537,4.07%↑,,,,,,
新疆,吐鲁番,2021,3300,0.35%↑,,,,,,
新疆,吐鲁番,2022,3147,6.42%↓,,,,,,
新疆,吐鲁番,2023,3165,1.83%↑,,,,,,
新疆,吐鲁番,2024,3141,4.6%↓,,,,,,
新疆,乌鲁木齐,2015,5745,8%↑,,,,,,
新疆,乌鲁木齐,2016,6662,0.45%↑,,,,,,
新疆,乌鲁木齐,2017,7250,0.02%↑,,,,,,
新疆,乌鲁木齐,2018,7979,0.51%↓,,,,,,
新疆,乌鲁木齐,2019,8127,0.38%↓,,,,,,
新疆,乌鲁木齐,2020,8337,0.18%↑,,,,,,
新疆,乌鲁木齐,2021,8311,0.32%↓,,,,,,
新疆,乌鲁木齐,2022,8345,0.27%↑,,,,,,
新疆,乌鲁木齐,2023,8370,0.79%↑,,,,,,
新疆,乌鲁木齐,2024,8520,0.75%↑,,,,,,
新疆,五家渠,2019,4263,0.74%↑,,,,,,
新疆,五家渠,2020,4188,0.34%↓,,,,,,
新疆,五家渠,2021,4238,0.33%↑,,,,,,
新疆,五家渠,2022,4130,0.06%↑,,,,,,
新疆,五家渠,2023,4372,1.22%↑,,,,,,
新疆,五家渠,2024,4518,0.32%↓,,,,,,
新疆,伊犁,2018,5374,1.06%↓,,,,,,
新疆,伊犁,2019,5175,0.32%↓,,,,,,
新疆,伊犁,2020,5679,3.96%↑,,,,,,
新疆,伊犁,2021,5923,0.38%↓,,,,,,
新疆,伊犁,2022,5820,5.77%↑,,,,,,
新疆,伊犁,2023,6553,0.11%↓,,,,,,
新疆,伊犁,2024,6572,0.14%↑,,,,,,
云南,保山,2016,5290,0.74%↑,,,,,,
云南,保山,2017,6437,0.12%↑,,,,,,
云南,保山,2018,7105,2.33%↑,,,,,,
云南,保山,2019,8159,0.73%↑,,,,,,
云南,保山,2020,8259,0.78%↑,,,,,,
云南,保山,2021,7014,1.11%↓,,,,,,
云南,保山,2022,7029,0.76%↓,,,,,,
云南,保山,2023,6632,2.79%↑,,,,,,
云南,保山,2024,6594,0.59%↓,,,,,,
云南,楚雄,2015,4277,1%↑,,,,,,
云南,楚雄,2016,4386,0.08%↓,,,,,,
云南,楚雄,2017,4536,0.01%↑,,,,,,
云南,楚雄,2018,4754,0.4%↑,,,,,,
云南,楚雄,2019,5270,0.07%↑,,,,,,
云南,楚雄,2020,5733,1.85%↑,,,,,,
云南,楚雄,2021,5477,0.2%↓,,,,,,
云南,楚雄,2022,5254,0.17%↓,,,,,,
云南,楚雄,2023,5035,0.35%↑,,,,,,
云南,楚雄,2024,4968,0.17%↓,,,,,,
云南,大理,2015,6392,1%↓,,,,,,
云南,大理,2016,6536,0.14%↓,,,,,,
云南,大理,2017,9327,0.06%↑,,,,,,
云南,大理,2018,11788,1.26%↓,,,,,,
云南,大理,2019,13022,0.86%↓,,,,,,
云南,大理,2020,12695,0.11%↓,,,,,,
云南,大理,2021,12046,2.02%↓,,,,,,
云南,大理,2022,10601,0.63%↓,,,,,,
云南,大理,2023,9483,0.11%↓,,,,,,
云南,大理,2024,9312,1.54%↓,,,,,,
云南,德宏,2019,6902,2.39%↑,,,,,,
云南,德宏,2020,7616,0.29%↓,,,,,,
云南,德宏,2021,6965,0.2%↑,,,,,,
云南,德宏,2022,6628,2.56%↓,,,,,,
云南,德宏,2023,6578,0.99%↑,,,,,,
云南,德宏,2024,6529,0.75%↑,,,,,,
云南,迪庆,2019,4965,--,,,,,,
云南,迪庆,2020,4965,--,,,,,,
云南,迪庆,2021,4933,--,,,,,,
云南,迪庆,2022,4933,--,,,,,,
云南,迪庆,2023,5192,--,,,,,,
云南,迪庆,2024,5192,--,,,,,,
云南,红河,2015,4028,1%↓,,,,,,
云南,红河,2016,3965,0.09%↓,,,,,,
云南,红河,2017,4044,0.02%↑,,,,,,
云南,红河,2018,4273,2.01%↑,,,,,,
云南,红河,2019,5392,0.37%↑,,,,,,
云南,红河,2020,5808,1.91%↑,,,,,,
云南,红河,2021,5617,2.04%↓,,,,,,
云南,红河,2022,5375,1.24%↓,,,,,,
云南,红河,2023,5081,1.05%↓,,,,,,
云南,红河,2024,5018,0.61%↓,,,,,,
云南,昆明,2015,8202,2%↑,,,,,,
云南,昆明,2016,8485,0.48%↑,,,,,,
云南,昆明,2017,9771,0.03%↑,,,,,,
云南,昆明,2018,12298,0.31%↓,,,,,,
云南,昆明,2019,13117,1.04%↑,,,,,,
云南,昆明,2020,13494,0.07%↑,,,,,,
云南,昆明,2021,13208,0.81%↓,,,,,,
云南,昆明,2022,12241,0.71%↓,,,,,,
云南,昆明,2023,11526,1.23%↓,,,,,,
云南,昆明,2024,11463,0.42%↓,,,,,,
云南,丽江,2015,5100,1%↑,,,,,,
云南,丽江,2016,5090,0.24%↓,,,,,,
云南,丽江,2017,5581,0.02%↑,,,,,,
云南,丽江,2018,7236,2.21%↑,,,,,,
云南,丽江,2019,7539,1.22%↓,,,,,,
云南,丽江,2020,8250,0.42%↓,,,,,,
云南,丽江,2021,7873,1.3%↓,,,,,,
云南,丽江,2022,7475,0.37%↓,,,,,,
云南,丽江,2023,7860,0.74%↓,,,,,,
云南,丽江,2024,7750,0.55%↓,,,,,,
云南,临沧,2019,6955,0.16%↑,,,,,,
云南,临沧,2020,7361,0.44%↑,,,,,,
云南,临沧,2021,7308,0.26%↓,,,,,,
云南,临沧,2022,7016,0.02%↑,,,,,,
云南,临沧,2023,6761,0.27%↑,,,,,,
云南,临沧,2024,6585,0.63%↑,,,,,,
云南,普洱,2015,4597,1%↓,,,,,,
云南,普洱,2016,4724,--,,,,,,
云南,普洱,2017,4724,--,,,,,,
云南,普洱,2018,5894,1.65%↑,,,,,,
云南,普洱,2019,7300,1.65%↑,,,,,,
云南,普洱,2020,8072,0.84%↓,,,,,,
云南,普洱,2021,7876,1.06%↓,,,,,,
云南,普洱,2022,7786,0.14%↓,,,,,,
云南,普洱,2023,7240,1.61%↓,,,,,,
云南,普洱,2024,7189,0.17%↓,,,,,,
云南,曲靖,2015,3776,2%↑,,,,,,
云南,曲靖,2016,3848,0.21%↓,,,,,,
云南,曲靖,2017,3991,0.06%↑,,,,,,
云南,曲靖,2018,4710,1.5%↑,,,,,,
云南,曲靖,2019,5302,0.49%↑,,,,,,
云南,曲靖,2020,5944,0.32%↓,,,,,,
云南,曲靖,2021,5988,1.34%↓,,,,,,
云南,曲靖,2022,5953,2.18%↓,,,,,,
云南,曲靖,2023,5695,0.39%↓,,,,,,
云南,曲靖,2024,5706,0.34%↑,,,,,,
云南,文山,2016,3770,0.31%↑,,,,,,
云南,文山,2017,5037,--,,,,,,
云南,文山,2018,4663,3.08%↓,,,,,,
云南,文山,2019,5205,0.09%↑,,,,,,
云南,文山,2020,5699,1.88%↑,,,,,,
云南,文山,2021,5682,0.07%↑,,,,,,
云南,文山,2022,5492,0.56%↓,,,,,,
云南,文山,2023,5304,0.22%↑,,,,,,
云南,文山,2024,5282,0.09%↑,,,,,,
云南,西双版纳,2016,4941,--,,,,,,
云南,西双版纳,2017,8430,0.05%↑,,,,,,
云南,西双版纳,2018,11282,0.78%↓,,,,,,
云南,西双版纳,2019,8427,0.32%↑,,,,,,
云南,西双版纳,2020,7641,1.39%↓,,,,,,
云南,西双版纳,2021,7491,0.22%↓,,,,,,
云南,西双版纳,2022,7683,0.73%↑,,,,,,
云南,西双版纳,2023,7209,0.71%↓,,,,,,
云南,西双版纳,2024,7217,1.03%↑,,,,,,
云南,玉溪,2015,7142,--,,,,,,
云南,玉溪,2016,6428,0.03%↓,,,,,,
云南,玉溪,2017,6645,0.16%↑,,,,,,
云南,玉溪,2018,7504,0.25%↓,,,,,,
云南,玉溪,2019,7627,--,,,,,,
云南,玉溪,2020,7855,1.15%↑,,,,,,
云南,玉溪,2021,7688,0.36%↓,,,,,,
云南,玉溪,2022,7441,0.23%↓,,,,,,
云南,玉溪,2023,6256,2.76%↓,,,,,,
云南,玉溪,2024,6159,0.38%↓,,,,,,
云南,昭通,2017,4763,0.04%↑,,,,,,
云南,昭通,2018,5864,0.22%↑,,,,,,
云南,昭通,2019,6028,0.2%↓,,,,,,
云南,昭通,2020,5984,0.24%↓,,,,,,
云南,昭通,2021,5833,0.64%↓,,,,,,
云南,昭通,2022,5884,0.55%↑,,,,,,
云南,昭通,2023,5452,0.48%↓,,,,,,
云南,昭通,2024,5407,0.15%↓,,,,,,
浙江,杭州,2015,16080,1%↓,,,,,,
浙江,杭州,2016,21655,2.21%↑,,,,,,
浙江,杭州,2017,28540,0.08%↓,,,,,,
浙江,杭州,2018,28651,0.64%↓,,,,,,
浙江,杭州,2019,27002,0.56%↓,,,,,,
浙江,杭州,2020,27851,0.69%↑,,,,,,
浙江,杭州,2021,31820,0.99%↑,,,,,,
浙江,杭州,2022,34058,0.75%↓,,,,,,
浙江,杭州,2023,31037,0.39%↓,,,,,,
浙江,杭州,2024,30191,0.87%↓,,,,,,
浙江,湖州,2015,8243,--,,,,,,
浙江,湖州,2016,8329,0.48%↑,,,,,,
浙江,湖州,2017,10981,0.02%↑,,,,,,
浙江,湖州,2018,10622,0.33%↑,,,,,,
浙江,湖州,2019,10105,1.53%↓,,,,,,
浙江,湖州,2020,10075,0.26%↓,,,,,,
浙江,湖州,2021,10689,2.65%↑,,,,,,
浙江,湖州,2022,10760,1.51%↓,,,,,,
浙江,湖州,2023,10126,1.04%↓,,,,,,
浙江,湖州,2024,9833,1.79%↓,,,,,,
浙江,嘉兴,2015,6724,1%↓,,,,,,
浙江,嘉兴,2016,8895,1.47%↑,,,,,,
浙江,嘉兴,2017,10481,0.01%↑,,,,,,
浙江,嘉兴,2018,10998,1.46%↓,,,,,,
浙江,嘉兴,2019,11905,0.29%↓,,,,,,
浙江,嘉兴,2020,12289,0.03%↑,,,,,,
浙江,嘉兴,2021,13202,0.56%↑,,,,,,
浙江,嘉兴,2022,13964,0.61%↓,,,,,,
浙江,嘉兴,2023,13011,2.92%↓,,,,,,
浙江,嘉兴,2024,12672,0.54%↓,,,,,,
浙江,金华,2015,9914,11%↑,,,,,,
浙江,金华,2016,10392,0.79%↓,,,,,,
浙江,金华,2017,14504,0.06%↑,,,,,,
浙江,金华,2018,16595,2.75%↓,,,,,,
浙江,金华,2019,16037,0.98%↓,,,,,,
浙江,金华,2020,17249,2.06%↑,,,,,,
浙江,金华,2021,18105,1.94%↓,,,,,,
浙江,金华,2022,17119,1.03%↓,,,,,,
浙江,金华,2023,16805,0.16%↓,,,,,,
浙江,金华,2024,16414,0.61%↓,,,,,,
浙江,乐清,2019,11923,0.03%↓,,,,,,
浙江,乐清,2020,11788,0.26%↑,,,,,,
浙江,乐清,2021,11750,0.09%↑,,,,,,
浙江,乐清,2022,11616,0.14%↓,,,,,,
浙江,乐清,2023,11428,--,,,,,,
浙江,乐清,2024,11421,0.06%↓,,,,,,
浙江,丽水,2016,14187,--,,,,,,
浙江,丽水,2017,9734,8.2%↓,,,,,,
浙江,丽水,2018,9734,--,,,,,,
浙江,丽水,2019,9734,--,,,,,,
浙江,丽水,2020,9734,--,,,,,,
浙江,丽水,2021,9734,--,,,,,,
浙江,丽水,2022,9734,--,,,,,,
浙江,丽水,2023,9734,--,,,,,,
浙江,丽水,2024,9734,--,,,,,,
浙江,宁波,2015,12250,--,,,,,,
浙江,宁波,2016,13857,2.58%↑,,,,,,
浙江,宁波,2017,17037,0.01%↑,,,,,,
浙江,宁波,2018,20313,0.64%↓,,,,,,
浙江,宁波,2019,22814,1.61%↑,,,,,,
浙江,宁波,2020,26075,1.24%↑,,,,,,
浙江,宁波,2021,26614,0.34%↓,,,,,,
浙江,宁波,2022,25656,0.88%↑,,,,,,
浙江,宁波,2023,22813,0.58%↓,,,,,,
浙江,宁波,2024,22771,0.32%↑,,,,,,
浙江,衢州,2015,7571,4%↑,,,,,,
浙江,衢州,2016,8039,0.5%↑,,,,,,
浙江,衢州,2017,11257,0.02%↑,,,,,,
浙江,衢州,2018,13189,1.89%↓,,,,,,
浙江,衢州,2019,14396,1.45%↑,,,,,,
浙江,衢州,2020,15629,0.64%↓,,,,,,
浙江,衢州,2021,16750,2.39%↑,,,,,,
浙江,衢州,2022,16006,0.7%↑,,,,,,
浙江,衢州,2023,14184,2.3%↓,,,,,,
浙江,衢州,2024,14095,--,,,,,,
浙江,瑞安,2019,17275,0.29%↑,,,,,,
浙江,瑞安,2020,17772,1.13%↑,,,,,,
浙江,瑞安,2021,17592,--,,,,,,
浙江,瑞安,2022,17391,0.09%↓,,,,,,
浙江,瑞安,2023,17222,--,,,,,,
浙江,瑞安,2024,17179,0.17%↓,,,,,,
浙江,绍兴,2015,9107,1%↑,,,,,,
浙江,绍兴,2016,9097,0.11%↓,,,,,,
浙江,绍兴,2017,11902,0.05%↑,,,,,,
浙江,绍兴,2018,13917,0.46%↓,,,,,,
浙江,绍兴,2019,16063,1.91%↑,,,,,,
浙江,绍兴,2020,16757,1%↓,,,,,,
浙江,绍兴,2021,19059,4.69%↑,,,,,,
浙江,绍兴,2022,18260,1.82%↑,,,,,,
浙江,绍兴,2023,16736,1.93%↓,,,,,,
浙江,绍兴,2024,16836,0.83%↑,,,,,,
浙江,台州,2015,7540,1%↑,,,,,,
浙江,台州,2016,10106,0.4%↓,,,,,,
浙江,台州,2017,12149,0.01%↑,,,,,,
浙江,台州,2018,13446,0.28%↓,,,,,,
浙江,台州,2019,14855,0.62%↓,,,,,,
浙江,台州,2020,15649,0.3%↓,,,,,,
浙江,台州,2021,17080,0.3%↓,,,,,,
浙江,台州,2022,17548,0.24%↓,,,,,,
浙江,台州,2023,15911,1.53%↓,,,,,,
浙江,台州,2024,15841,0.6%↑,,,,,,
浙江,温州,2015,16873,1%↑,,,,,,
浙江,温州,2016,17984,0.87%↓,,,,,,
浙江,温州,2017,17992,--,,,,,,
浙江,温州,2018,19462,0.01%↑,,,,,,
浙江,温州,2019,20970,2.29%↑,,,,,,
浙江,温州,2020,21758,0.88%↑,,,,,,
浙江,温州,2021,21879,0.37%↓,,,,,,
浙江,温州,2022,19969,0.2%↓,,,,,,
浙江,温州,2023,16097,2.69%↓,,,,,,
浙江,温州,2024,15685,0.44%↓,,,,,,
浙江,义乌,2016,5888,--,,,,,,
浙江,义乌,2017,18386,0.02%↓,,,,,,
浙江,义乌,2018,20175,2.01%↓,,,,,,
浙江,义乌,2019,20554,1.13%↑,,,,,,
浙江,义乌,2020,21897,0.69%↑,,,,,,
浙江,义乌,2021,24021,0.76%↑,,,,,,
浙江,义乌,2022,25387,0.34%↓,,,,,,
浙江,义乌,2023,24000,2.02%↓,,,,,,
浙江,义乌,2024,24217,0.67%↑,,,,,,
浙江,舟山,2016,10769,--,,,,,,
浙江,舟山,2017,13359,0.05%↓,,,,,,
浙江,舟山,2018,16406,3.02%↑,,,,,,
浙江,舟山,2019,17064,3.71%↑,,,,,,
浙江,舟山,2020,15845,0.66%↓,,,,,,
浙江,舟山,2021,15307,1.02%↓,,,,,,
浙江,舟山,2022,14670,0.18%↑,,,,,,
浙江,舟山,2023,12669,0.89%↓,,,,,,
浙江,舟山,2024,12507,0.23%↓,,,,,,
,,,,,,,,,,
,,更多数据请关注淘宝店【宝藏数据屋】,,,,,,,,
,,bzsjw.taobao.com,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
